image,question,answer
image384,What shows islands and lobules within the dermis which are composed of two types of cells: outer basophilic cells and inner shadow cells?,tumour
image384,Does the tumour show islands and lobules within the dermis which are composed of two types of cells: outer basophilic cells and inner shadow cells?,yes
image384,How many types does the tumour show?,two
image384,Are areas of calcification also seen?,yes
image384,Are the air spaces also seen?,no
image385,Is the basement membrane shortening and blunting of the villi with reduction in their height?,no
image385,Is there near total flattening of the villi and crypt hyperplasia?,yes
image385,Is viral rna genome as well as reverse transcriptase near total flattening of the villi and crypt hyperplasia?,no
image385,Is there shortening and blunting of the villi with reduction in their height?,yes
image385,There is shortening and blunting of the villi with reduction in whose height ?,their
image386,Do the light green polypeptides correspond to cofactors?,yes
image386,What do the light green polypeptides correspond to?,cofactors
image386,Are the dark green polypeptides active factors?,yes
image386,Do the necrotic cells correspond to cofactors?,no
image386,Are all three transverse sections of myocardium inactive factors?,no
image386,Are the red polypeptides inactive factors?,yes
image386,Is the major initiator of coagulation amplified by feedback loops involving thrombin?,yes
image386,"Is tissue factor the major initiator of coagulation,  which is amplified by feedback loops involving thrombin in vivo?",yes
image387,Is Margin P blue in this Masson trichrome-stained preparation?,no
image387,What is blue in this Masson trichrome-stained preparation?,collagen
image387,Is collagen blue in this Masson trichrome-stained preparation?,yes
image388,"Did the polypoid areas grow in distorted versions of normal architecture : large pseudoacinar spaces,  essentially malformed,  dilated bile canaliculi?",no
image388,"Did malignant hepatocytes grow in distorted versions of normal architecture : large pseudoacinar spaces,  essentially malformed,  dilated bile canaliculi?",yes
image389,"What is infective endocarditis characterized by that can extend from valve leaflets onto adjacent structures e.g.,  chordae or myocardium?",large
image389,"Are some long-lived resident tissue macrophages marked by the appearance of small,  warty,  inflammatory vegetations along the lines of valve closure?",no
image389,"Is the acute rheumatic fever phase of rheumatic heart disease marked by the appearance of small,  warty,  inflammatory vegetations along the lines of valve closure?",yes
image389,Does the inflammation resolve?,yes
image389,"Is infective endocarditis characterized by large,  irregular,  often destructive masses that can extend from valve leaflets onto adjacent structures e.g.,  chordae or myocardium?",yes
image389,"Are acute rheumatic mitral valvulitis characterized by large,  irregular,  often destructive masses that can extend from valve leaflets onto adjacent structures e.g.,  chordae or myocardium?",no
image389,Do these heal with scarring?,yes
image389,"Does one cusp manifest with small - to medium-sized,  bland,  nondestructive vegetations at the line of valve closure?",no
image389,"Does non-bacterial thrombotic endocarditis manifest with small - to medium-sized,  bland,  nondestructive vegetations at the line of valve closure?",yes
image389,Is Libman-Sacks endocarditis characterized by small - to medium-sized inflammatory vegetations that can be attached on either side of the valve leaflets?,yes
image389,Is homogeneous or diffuse staining of nuclei characterized by small - to medium-sized inflammatory vegetations that can be attached on either side of the valve leaflets?,no
image389,Do cohesive tumor in retina heal with scarring?,no
image390,Do the tumor cells have large nuclei with open chromatin and prominent nucleoli?,yes
image390,Do neutrophils have large nuclei with open chromatin and prominent nucleoli?,no
image391,Is the number of layers termed the classical lobule?,no
image391,What are the functional divisions of the lobule into 3 zones shown by?,circles
image391,Are the functional divisions of the lobule into 3 zones shown by circles?,yes
image391,Are the atypical dysplastic squamous cells shown by circles?,no
image391,How many zones are shown by circles?,3
image391,Is the hexagonal or pyramidal structure with central vein and peripheral 4 to 5 portal triads termed the classical lobule?,yes
image392,"The tumor cells and whose nuclei are fairly uniform , giving a monotonous appearance ?",their
image392,Are those with tumors that had mycn amplification better appreciated at a lower magnification?,no
image392,Are normal macrophages better appreciated at a lower magnification?,yes
image392,"Are infective endocarditis produced by interspersed,  lightly staining, normal microphages?",no
image392,"Is the starry sky pattern produced by interspersed,  lightly staining, normal microphages?",yes
image392,"Are the principal cellular alterations that characterize reversible cell injury and necrosis fairly uniform,  giving a monotonous appearance?",no
image392,"Are the tumor cells and their nuclei fairly uniform,  giving a monotonous appearance?",yes
image393,Is the centre irregular and necrotic?,no
image393,Is moebic liver abscess commonly solitary?,yes
image393,Is peripheral blood film showing marked neutrophilic leucocytosis commonly solitary?,no
image393,Is Amoebic liver abscess's wall irregular and necrotic?,yes
image394,Are the areas of white chalky deposits illustrated schematically?,no
image395,How is the infarcted area?,swollen
image395,"Is the infarcted area swollen, dark in colour and coated with fibrinous exudate?",yes
image395,Does a sharp line of demarcation separate infarcted area from the normal bowel?,yes
image395,Does the silicotic nodule separate infarcted area from the normal bowel?,no
image395,"Is the inner circle shown with green line swollen, dark in colour and coated with fibrinous exudate?",no
image396,"Does the initial reaction complex consist of a protease, a substrate, and a reaction accelerator assembled on a platelet phospholipid surface?",yes
image396,Does atrophy of the brain consist of a protease assembled on a platelet phospholipid surface?,no
image397,Is melanin pigment in naevus cells coarse and irregular?,yes
image397,Are the individual cells in layers coarse and irregular?,no
image398,Does cut section show lobules of translucent gelatinous light brown parenchyma and areas of haemorrhage?,yes
image398,Is the basement membrane enlarged diffusely?,no
image398,Is the thyroid gland enlarged diffusely?,yes
image398,Does those independent of pituitary control show lobules of translucent gelatinous light brown parenchyma and areas of haemorrhage?,no
image399,What do myofibers show in size?,variation
image399,Do the normal areas dna content and the zygosity plot show variation in size?,no
image399,Is fascicular muscle architecture maintained at a younger age?,yes
image399,Is fish using a fluorescein-labeled cosmid probe for n-myc on a tissue section containing neuroblastoma maintained at a younger age?,no
image399,"Is there a cluster of basophilic regenerating myofibers and slight endomysial fibrosis,  seen as focal pink-staining connective tissue between myofibers?",yes
image399,"Is the extensive subcutaneous fibrosis a cluster of basophilic regenerating myofibers and slight endomysial fibrosis,  seen as focal pink-staining connective tissue between myofibers?",no
